variable_name,role,feature_family,used_in_current_frozen_pipeline,source_location,notes
hematocrit_median,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table and retained by current baseline feature selection.
hematocrit_min,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
hematocrit_obs_count,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
hemoglobin_last,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
hemoglobin_max,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
hemoglobin_mean,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
hemoglobin_median,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table and retained by current baseline feature selection.
hemoglobin_min,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
hemoglobin_obs_count,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
inr_last,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
inr_max,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
inr_mean,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
inr_median,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table and retained by current baseline feature selection.
inr_min,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
inr_obs_count,shared_primary,standard_labs,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
lactate_art_last,shared_primary,lactate,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
lactate_art_max,shared_primary,lactate,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
lactate_art_mean,shared_primary,lactate,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
lactate_art_median,shared_primary,lactate,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table and retained by current baseline feature selection.
lactate_art_min,shared_primary,lactate,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
lactate_art_obs_count,shared_primary,lactate,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
map_last,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
map_max,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
map_mean,shared_primary,fast_bedside_physiology,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Shared primary derived feature; present in primary model-ready table but excluded by the current medians-only baseline selector.
